Sample Alpha Mass VelocityDispersion Radius
Perseus 10.177903175354 0.23342832922935 0.2015915234375 0.02419999986887 
Perseus 5.7446126937866 0.2706286907196 0.13412557617187 0.02419999986887 
Perseus 3.7846591472626 0.52937817573547 0.17290927734375 0.02419999986887 
Perseus 4.9307837486267 0.28179812431335 0.11383377929687 0.02419999986887 
Perseus 1.9453468322754 1.02039706707 0.1799875390625 0.02419999986887 
Perseus 5.4772047996521 0.25615251064301 0.099463046875 0.02419999986887 
Perseus 14.738589286804 0.15070725977421 0.1736888671875 0.02419999986887 
Perseus 9.2036180496216 0.2256696075201 0.15016045898437 0.02419999986887 
Perseus 6.0623607635498 0.30170810222626 0.149573125 0.02419999986887 
Perseus 4.4532237052917 0.86703097820282 0.282323828125 0.02419999986887 
Perseus 1.578094959259 1.8262214660645 0.23325921875 0.02419999986887 
Perseus 1.686852812767 2.8755085468292 0.346796171875 0.02419999986887 
Perseus 4.4029550552368 0.52186840772629 0.19274361328125 0.02419999986887 
Perseus 2.1255514621735 1.2292863130569 0.20577951171875 0.02419999986887 
Perseus 1.0666160583496 5.8926029205322 0.4109487890625 0.02419999986887 
Perseus 1.0854421854019 1.5091595649719 0.13632889648437 0.02419999986887 
Perseus 2.5036814212799 0.66086512804031 0.12932811523437 0.02419999986887 
Perseus 2.2700161933899 0.63107877969742 0.059143159179688 0.02419999986887 
Perseus 4.8909001350403 0.35610783100128 0.12191159179687 0.02419999986887 
Perseus 4.8356528282166 0.27704215049744 0.104065390625 0.02419999986887 
Perseus 2.4127836227417 0.56359624862671 0.10909686523438 0.02419999986887 
Perseus 2.392852306366 0.47221684455872 0.054818627929687 0.02419999986887 
Perseus 2.4615752696991 0.54486560821533 0.10261618164062 0.02419999986887 
Perseus 10.574418067932 0.31353035569191 0.2805600390625 0.02419999986887 
Perseus 5.6376638412476 0.26813378930092 0.121763984375 0.02419999986887 
Perseus 6.1232538223267 0.23718728125095 0.127380859375 0.02419999986887 
Perseus 2.0461041927338 0.5544525384903 0.075158115234375 0.02419999986887 
Perseus 11.092378616333 0.17249242961407 0.16605109375 0.02419999986887 
Perseus 3.0166702270508 0.44269770383835 0.10738225585937 0.02419999986887 
Perseus 10.041709899902 0.24378131330013 0.21786560546875 0.02419999986887 
Perseus 4.2658009529114 0.33068120479584 0.1200840234375 0.02419999986887 
Perseus 4.9526324272156 0.56882303953171 0.2461999609375 0.02419999986887 
Perseus 2.7357952594757 0.55442935228348 0.13622295898437 0.02419999986887 
Perseus 2.5683243274689 0.63874238729477 0.14798016601562 0.02419999986887 
Perseus 1.5221424102783 0.84390395879745 0.111569921875 0.02419999986887 
Perseus 7.6225352287292 0.54295933246613 0.3253827734375 0.02419999986887 
Perseus 0.60714691877365 2.0503046512604 0.09967078125 0.02419999986887 
Perseus 1.4190772771835 1.9972813129425 0.2423669921875 0.02419999986887 
Perseus 54.584125518799 0.1329033523798 0.4162384765625 0.02419999986887 
Perseus 7.9793801307678 0.1785040050745 0.08217142578125 0.02419999986887 
Perseus 3.9498898983002 0.27717605233192 0.070326298828125 0.02419999986887 
Perseus 5.5022392272949 0.29216337203979 0.1167547265625 0.02419999986887 
Perseus 8.973295211792 0.19795167446136 0.10380073242187 0.02419999986887 
Perseus 32.647563934326 0.16914409399033 0.383205546875 0.02419999986887 
Perseus 9.805154800415 0.21145066618919 0.17985494140625 0.02419999986887 
Perseus 15.027751922607 0.16753140091896 0.20956271484375 0.02419999986887 
Perseus 13.677068710327 0.18860000371933 0.20373935546875 0.02419999986887 
Perseus 9.7405891418457 0.20619249343872 0.16056627929687 0.02419999986887 
Perseus 93.654571533203 0.067153006792068 0.3630206640625 0.02419999986887 
Perseus 6.2504539489746 0.36868396401405 0.20751498046875 0.02419999986887 
Perseus 4.2798089981079 0.37449887394905 0.13574604492187 0.02419999986887 
Perseus 4.025074005127 0.3572850227356 0.11672856445313 0.02419999986887 
Perseus 3.5783648490906 0.43589246273041 0.13532952148438 0.02419999986887 
DuvalGRS 0.056713502854109 235000 0.78799953125 17.5 
DuvalGRS 0.39454478025436 285000 2.1608415625 20.60000038147 
DuvalGRS 0.94428712129593 181000 3.8725265625 9.8000001907349 
DuvalGRS 0.14757736027241 141000 1.187809296875 12.39999961853 
DuvalGRS 9.5399875640869 782 1.93569171875 1.7000000476837 
DuvalGRS 0.54991436004639 49500 2.07588125 5.4000000953674 
DuvalGRS 0.57575714588165 144000 2.402966875 12.300000190735 
DuvalGRS 0.21816904842854 55400 1.111284921875 8.1999998092651 
DuvalGRS 0.44884049892426 304000 2.34774671875 21.200000762939 
DuvalGRS 0.077311955392361 488000 1.179307109375 22.799999237061 
DuvalGRS 0.58935475349426 33600 1.42157671875 8.3000001907349 
DuvalGRS 0.80499839782715 158000 2.6026046875 16.10000038147 
DuvalGRS 0.18876199424267 169000 1.277074765625 16.5 
DuvalGRS 0.40601620078087 10900 0.958195390625 4 
DuvalGRS 0.21177750825882 52200 1.111284921875 7.5 
DuvalGRS 0.46471780538559 251000 2.26279078125 19.5 
DuvalGRS 0.2049065977335 157000 1.48956984375 12.300000190735 
DuvalGRS 0.35713762044907 49300 1.540561875 6.3000001907349 
DuvalGRS 0.30054712295532 97700 1.73601359375 8.3000001907349 
DuvalGRS 0.25675803422928 223000 1.757256875 15.800000190735 
DuvalGRS 0.14316186308861 478000 1.634041875 21.799999237061 
DuvalGRS 0.71471220254898 41000 1.65528671875 9.1000003814697 
DuvalGRS 0.12835866212845 387000 1.33657875 23.5 
DuvalGRS 0.27757224440575 197000 1.6255440625 17.60000038147 
DuvalGRS 0.11979122459888 195000 1.12403984375 15.5 
DuvalGRS 0.29610466957092 86300 1.56180796875 8.8999996185303 
DuvalGRS 0.81970506906509 84800 2.34774671875 10.800000190735 
DuvalGRS 0.23855754733086 342000 1.7657540625 22.299999237061 
DuvalGRS 0.51347869634628 171000 2.1268578125 16.60000038147 
DuvalGRS 0.22509643435478 159000 1.55330953125 12.60000038147 
DuvalGRS 0.28432348370552 163000 1.73601359375 13.10000038147 
DuvalGRS 0.20679691433907 414000 1.73601359375 24.200000762939 
DuvalGRS 0.24930775165558 128000 1.51506609375 11.800000190735 
DuvalGRS 0.034785270690918 110000 0.4511291796875 13.800000190735 
DuvalGRS 0.30644875764847 120000 1.47682140625 14.300000190735 
DuvalGRS 0.37463384866714 85600 1.4810709375 12.39999961853 
DuvalGRS 0.41612905263901 95800 1.60854796875 13.10000038147 
DuvalGRS 0.24682623147964 169000 1.46407296875 16.5 
DuvalGRS 0.14095118641853 117000 1.153799921875 10.39999961853 
DuvalGRS 0.78972524404526 44800 1.791245625 9.3999996185303 
DuvalGRS 0.42171755433083 92100 1.8677184375 9.5 
DuvalGRS 0.2979231774807 107000 1.4088275 13.60000038147 
DuvalGRS 0.33079704642296 17300 0.97520859375 5 
DuvalGRS 0.2705691754818 75000 1.33657875 9.6000003814697 
DuvalGRS 0.52359688282013 21000 1.264323359375 5.8000001907349 
DuvalGRS 0.19615498185158 264000 1.38332859375 22.89999961853 
DuvalGRS 0.32618135213852 142000 1.6042990625 15.300000190735 
DuvalGRS 0.10250367969275 992000 1.64678890625 31.89999961853 
DuvalGRS 0.33093664050102 171000 1.9824225 12.300000190735 
DuvalGRS 0.36446914076805 68000 1.40032796875 10.699999809265 
DuvalGRS 0.75820338726044 64500 1.94843671875 11 
DuvalGRS 0.51854437589645 38100 1.58305359375 6.6999998092651 
DuvalGRS 0.38849294185638 236000 2.33500328125 14.39999961853 
DuvalGRS 0.3783700466156 82300 1.43007609375 12.89999961853 
DuvalGRS 0.25966674089432 200000 1.57455546875 17.799999237061 
DuvalGRS 0.3008488714695 51100 1.281325234375 7.9000000953674 
DuvalGRS 0.58437120914459 497 0.438294609375 1.1000000238419 
DuvalGRS 0.2934735417366 26900 1.12829140625 5.1999998092651 
DuvalGRS 0.39340969920158 172000 2.00366328125 14.39999961853 
DuvalGRS 0.084090650081635 269000 0.966702109375 20.10000038147 
DuvalGRS 0.40093079209328 48000 1.45557390625 7.6999998092651 
DuvalGRS 0.1374180316925 201000 1.141045859375 17.799999237061 
DuvalGRS 0.34626403450966 66500 1.323828125 11.10000038147 
DuvalGRS 0.27221509814262 213000 1.757256875 16 
DuvalGRS 0.61592197418213 42200 1.5490603125 9.1999998092651 
DuvalGRS 0.22784447669983 26800 0.89438671875 6.3000001907349 
DuvalGRS 0.28944775462151 117000 1.6255440625 10.89999961853 
DuvalGRS 0.61183393001556 37400 1.49381921875 8.6999998092651 
DuvalGRS 0.23733313381672 60700 1.2558221875 7.6999998092651 
DuvalGRS 0.19572249054909 634000 2.25429515625 20.89999961853 
DuvalGRS 0.63717538118362 58300 1.5958009375 12.39999961853 
DuvalGRS 0.31866016983986 46600 1.11553671875 10 
DuvalGRS 0.24267321825027 286000 1.70202390625 20.39999961853 
DuvalGRS 0.37887915968895 16200 0.91991203125 6 
DuvalGRS 0.36344423890114 5630 0.770971953125 2.7999999523163 
DuvalGRS 0.32068541646004 33500 1.217565859375 6.0999999046326 
DuvalGRS 0.49681749939919 3650 0.67302265625 3.2000000476837 
DuvalGRS 0.36844611167908 2780 0.60483109375 2.2000000476837 
DuvalGRS 1.73670399189 8810 1.64678890625 4.8000001907349 
DuvalGRS 0.38419932126999 101000 1.57455546875 13.300000190735 
DuvalGRS 0.28140845894814 111000 1.6382909375 9.8999996185303 
DuvalGRS 0.31884458661079 53700 1.33657875 8.1000003814697 
DuvalGRS 1.157800078392 26700 1.91445046875 7.1999998092651 
DuvalGRS 0.46695321798325 58700 1.71901890625 7.9000000953674 
DuvalGRS 0.91289120912552 16100 1.36207890625 6.6999998092651 
DuvalGRS 0.24986065924168 38800 1.0177378125 7.8000001907349 
DuvalGRS 0.76538574695587 47500 1.68502859375 10.89999961853 
DuvalGRS 0.34570202231407 281000 2.0121596875 20.5 
DuvalGRS 0.75123918056488 217000 3.2949209375 12.89999961853 
DuvalGRS 0.28240177035332 743 0.2663001953125 1.7000000476837 
DuvalGRS 0.64770078659058 303 0.343959765625 1.1000000238419 
DuvalGRS 0.37694847583771 8660 0.796512734375 4.1999998092651 
DuvalGRS 0.20890457928181 130000 1.298326640625 13.60000038147 
DuvalGRS 0.23570258915424 118000 1.285575625 14.199999809265 
DuvalGRS 0.16684260964394 243000 1.33232859375 19.299999237061 
DuvalGRS 0.10883984714746 140000 0.907149765625 15.300000190735 
DuvalGRS 0.59523993730545 1760 0.5707133984375 2.5 
DuvalGRS 0.4032019674778 38700 1.22181671875 8.8000001907349 
DuvalGRS 0.40549501776695 57400 1.49806859375 8.8000001907349 
DuvalGRS 0.9984085559845 188000 3.65168 12.10000038147 
DuvalGRS 1.2007253170013 46600 2.19907265625 9.8999996185303 
DuvalGRS 0.34218791127205 498000 2.36473765625 26.10000038147 
DuvalGRS 1.3798894882202 1660 0.907149765625 2.2999999523163 
DuvalGRS 0.31905284523964 54400 1.196311328125 10.199999809265 
DuvalGRS 0.46894013881683 59100 1.591551875 9.3000001907349 
DuvalGRS 0.71017009019852 120000 2.25854296875 14.300000190735 
DuvalGRS 0.41809856891632 25100 1.060261875 7.8000001907349 
DuvalGRS 0.31553557515144 74400 1.540561875 8.3999996185303 
DuvalGRS 0.2412219196558 185000 1.64678890625 14 
DuvalGRS 0.6078045964241 31300 1.4470746875 7.6999998092651 
DuvalGRS 0.41364434361458 66300 1.4470746875 11.10000038147 
DuvalGRS 0.64153516292572 26300 1.243070390625 9.1999998092651 
DuvalGRS 0.44497811794281 243000 2.43694828125 15.60000038147 
DuvalGRS 0.28390643000603 72700 1.213315 11.800000190735 
DuvalGRS 0.50967568159103 4140 0.647456875 4 
DuvalGRS 1.0964384078979 21100 1.70202390625 6.8000001907349 
DuvalGRS 0.44632816314697 36400 1.162302421875 10.10000038147 
DuvalGRS 0.89685308933258 11100 1.43432578125 4.0999999046326 
DuvalGRS 0.53089886903763 1600 0.5749790625 2 
DuvalGRS 0.35936716198921 111000 1.77425125 10.800000190735 
DuvalGRS 0.83608049154282 30100 1.6255440625 8.1000003814697 
DuvalGRS 0.3633608520031 291000 2.1480975 19.60000038147 
DuvalGRS 0.21738347411156 179000 1.396078125 16.89999961853 
DuvalGRS 0.58237701654434 22300 1.31957796875 6.3000001907349 
DuvalGRS 0.47305473685265 54200 1.4598234375 10.199999809265 
DuvalGRS 0.27321541309357 116000 1.37907875 14.10000038147 
DuvalGRS 0.49930348992348 43400 1.4045778125 9.3000001907349 
DuvalGRS 0.7541583776474 1330 0.6133580859375 2.0999999046326 
DuvalGRS 0.36352369189262 1520 0.4254544140625 2.2000000476837 
DuvalGRS 0.71154916286469 121000 2.5006628125 11.800000190735 
DuvalGRS 0.82694411277771 6940 1.068766171875 4.1999998092651 
DuvalGRS 0.50705218315125 48000 1.50656734375 9.1000003814697 
DuvalGRS 0.91908597946167 128000 2.6195946875 14.699999809265 
DuvalGRS 0.21882399916649 231000 1.55755875 17.700000762939 
DuvalGRS 1.1166931390762 4270 1.243070390625 2.5999999046326 
DuvalGRS 0.14555816352367 853000 1.7827484375 33.299999237061 
DuvalGRS 0.61600649356842 107000 2.0503928125 13.39999961853 
DuvalGRS 0.24873216450214 200000 1.540561875 17.799999237061 
DuvalGRS 0.44803193211555 14900 0.9369275 6.3000001907349 
DuvalGRS 0.41820451617241 173000 1.90595359375 17 
DuvalGRS 0.1894595772028 86600 1.162302421875 10.199999809265 
DuvalGRS 0.60851460695267 9360 1.0517575 4.3000001907349 
DuvalGRS 0.28558385372162 162000 1.55755875 16.200000762939 
DuvalGRS 0.51259398460388 13700 1.107033203125 4.8000001907349 
DuvalGRS 0.24420116841793 227000 1.58730265625 18.700000762939 
DuvalGRS 0.51893436908722 12900 1.026243046875 5.3000001907349 
DuvalGRS 0.21401926875114 85400 1.111284921875 12.39999961853 
DuvalGRS 0.38275614380836 634 0.32244619140625 1.5 
DuvalGRS 0.72401016950607 30700 1.5660571875 7.6999998092651 
DuvalGRS 0.49969205260277 43200 1.4853203125 8.3000001907349 
DuvalGRS 1.3832466602325 36500 2.24155171875 8.6000003814697 
DuvalGRS 0.53467708826065 1410 0.5536478125 1.8999999761581 
DuvalGRS 15.535892486572 52.799999237061 1.5235646875 0.30000001192093 
DuvalGRS 0.60895496606827 54500 1.68077984375 10 
DuvalGRS 0.088542401790619 52100 0.416890859375 19 
DuvalGRS 0.97101312875748 25800 1.697775 7.4000000953674 
DuvalGRS 0.51787352561951 64300 1.64253984375 10.5 
DuvalGRS 0.33780661225319 81000 1.38332859375 12.10000038147 
DuvalGRS 0.48510950803757 72800 1.56180796875 12.300000190735 
DuvalGRS 0.32995462417603 345000 2.08437734375 22.39999961853 
DuvalGRS 0.16794873774052 338000 1.47257203125 22.200000762939 
DuvalGRS 0.29483550786972 82100 1.294076328125 12.199999809265 
DuvalGRS 0.51010513305664 1160 0.455406171875 2.0999999046326 
DuvalGRS 0.7508916258812 63000 2.02065609375 9.8999996185303 
DuvalGRS 0.64360171556473 754 0.3826052734375 2.2999999523163 
DuvalGRS 0.84144175052643 27300 1.83797921875 5.8000001907349 
DuvalGRS 0.21024025976658 197000 1.51081671875 15.39999961853 
DuvalGRS 0.85011702775955 1090 0.6389334375 1.7999999523163 
DuvalGRS 0.52606552839279 14700 0.979461796875 6.6999998092651 
DuvalGRS 0.356415361166 193000 1.8804634375 16.60000038147 
DuvalGRS 0.44651103019714 24800 1.09002609375 7.8000001907349 
DuvalGRS 1.2941321134567 51100 2.32226 10.5 
DuvalGRS 0.42433077096939 32200 1.12829140625 9 
DuvalGRS 0.74801677465439 3320 0.7369109375 3.7000000476837 
DuvalGRS 2.0113711357117 744 0.94118125 1.3999999761581 
DuvalGRS 0.27781641483307 57800 1.132542890625 10.5 
DuvalGRS 1.1268060207367 15300 1.663784375 5.3000001907349 
DuvalGRS 0.22392615675926 73300 1.02199046875 13.10000038147 
DuvalGRS 3.4249293804169 334 0.81779375 1.3999999761581 
DuvalGRS 0.87671482563019 195 0.31383005859375 1.1000000238419 
DuvalGRS 0.4425283074379 75100 1.55330953125 11.699999809265 
DuvalGRS 0.3828341960907 2280 0.51523125 2.5 
DuvalGRS 0.71781677007675 25700 1.65953546875 5.6999998092651 
DuvalGRS 0.34215340018272 120000 1.56180796875 14.300000190735 
DuvalGRS 2.2875921726227 25400 2.8829359375 6 
DuvalGRS 0.49256476759911 21400 1.158051171875 6.5999999046326 
DuvalGRS 0.12464465200901 728000 1.49381921875 34.5 
DuvalGRS 0.13245642185211 541000 1.6765309375 21.700000762939 
DuvalGRS 0.6177726984024 60100 1.87621515625 9 
DuvalGRS 0.29222482442856 74100 1.277074765625 11.199999809265 
DuvalGRS 0.25124821066856 99600 1.264323359375 13.199999809265 
DuvalGRS 0.47929337620735 82400 1.68077984375 11.89999961853 
DuvalGRS 2.068350315094 23000 2.8574515625 5 
DuvalGRS 0.29417684674263 10200 0.792256171875 3.9000000953674 
DuvalGRS 0.26027688384056 165000 1.47682140625 16.700000762939 
DuvalGRS 0.46678286790848 89800 1.71052140625 12.199999809265 
DuvalGRS 0.38126939535141 139000 1.7232675 15.199999809265 
DuvalGRS 0.34666249155998 86500 1.55755875 10.5 
DuvalGRS 0.27598392963409 51400 1.009232421875 11.60000038147 
DuvalGRS 0.15181612968445 162000 1.12829140625 16.200000762939 
DuvalGRS 3.8711767196655 6970 2.466681875 3.7999999523163 
DuvalGRS 2.9829728603363 1520 1.289826015625 2.2999999523163 
DuvalGRS 0.19665642082691 45800 0.9369275 8.5 
DuvalGRS 0.6596542596817 5800 1.068766171875 2.7999999523163 
DuvalGRS 0.87121170759201 9440 1.141045859375 5.3000001907349 
DuvalGRS 1.3641226291656 44700 2.47942484375 8.5 
DuvalGRS 0.52073377370834 2060 0.5323087890625 2.9000000953674 
DuvalGRS 0.29122233390808 74700 1.268573828125 11.39999961853 
DuvalGRS 0.70940840244293 57000 1.7700028125 11 
DuvalGRS 1.8951534032822 34300 2.48792015625 9 
DuvalGRS 0.71279817819595 45800 1.634041875 10.39999961853 
DuvalGRS 0.40588694810867 129000 1.84647625 13.10000038147 
DuvalGRS 1.0773561000824 7480 1.396078125 3.5 
DuvalGRS 1.4677008390427 59300 2.6535746875 10.60000038147 
DuvalGRS 0.6194920539856 52500 1.65528671875 10.10000038147 
DuvalGRS 1.1921911239624 18400 1.58730265625 7.4000000953674 
DuvalGRS 0.34416517615318 117000 1.55755875 14.10000038147 
DuvalGRS 0.11918723583221 12400 0.408324375 6.3000001907349 
DuvalGRS 0.31735771894455 46600 1.136794375 9.6000003814697 
DuvalGRS 0.32414224743843 142000 1.49381921875 17.5 
DuvalGRS 0.28797224164009 56600 1.034748046875 12.699999809265 
DuvalGRS 0.48557257652283 110000 1.81673703125 13.800000190735 
DuvalGRS 1.0974920988083 4750 1.085774140625 3.7000000476837 
DuvalGRS 1.1122595071793 380 0.455406171875 1.5 
DuvalGRS 0.27454417943954 39000 1.00072671875 8.8999996185303 
DuvalGRS 0.58673590421677 79400 1.9654296875 10.300000190735 
DuvalGRS 1.2845398187637 15200 1.7232675 5.5999999046326 
DuvalGRS 0.49532333016396 28400 1.1452971875 9 
DuvalGRS 0.46637704968452 30400 1.298326640625 7.0999999046326 
DuvalGRS 0.1487894654274 237000 1.247321015625 19.10000038147 
DuvalGRS 0.20347638428211 255000 1.50656734375 19.39999961853 
DuvalGRS 0.20382049679756 288000 1.634041875 18.700000762939 
DuvalGRS 0.34145990014076 153000 1.6722821875 15.89999961853 
DuvalGRS 0.82448244094849 11200 1.166553671875 5.6999998092651 
DuvalGRS 0.14011554419994 346000 1.36207890625 22.10000038147 
DuvalGRS 0.36399874091148 22400 1.094277890625 5.6999998092651 
DuvalGRS 0.28732794523239 89300 1.285575625 13.10000038147 
DuvalGRS 0.25144225358963 153000 1.3110775 18.89999961853 
DuvalGRS 0.45455279946327 132000 1.7657540625 16.39999961853 
DuvalGRS 0.35897913575172 118000 1.68502859375 12.699999809265 
DuvalGRS 1.5531653165817 12300 1.73601359375 5.4000000953674 
DuvalGRS 0.53415209054947 54100 1.58305359375 9.8000001907349 
DuvalGRS 0.32833272218704 37000 1.0560096875 9.1000003814697 
DuvalGRS 0.55378073453903 56900 1.57455546875 10.800000190735 
DuvalGRS 0.34222182631493 56600 1.298326640625 9.6999998092651 
DuvalGRS 0.507847905159 18300 1.102781484375 6.4000000953674 
DuvalGRS 1.8762607574463 130 0.4767829296875 0.80000001192093 
DuvalGRS 0.3898728787899 76500 1.55330953125 10.5 
DuvalGRS 0.32375332713127 144000 1.6042990625 15.39999961853 
DuvalGRS 0.348608314991 106000 1.591551875 12.39999961853 
DuvalGRS 0.39871379733086 71500 1.51081671875 10.60000038147 
DuvalGRS 0.94728022813797 37700 1.79974265625 9.3999996185303 
DuvalGRS 0.54953134059906 7260 0.91991203125 3.9000000953674 
DuvalGRS 0.40406557917595 128000 1.663784375 15.89999961853 
DuvalGRS 0.96679770946503 48500 2.1226096875 8.8999996185303 
DuvalGRS 0.42923414707184 87700 1.60005 12.5 
DuvalGRS 0.89137417078018 5660 1.03900046875 3.9000000953674 
DuvalGRS 0.41769427061081 144000 2.00366328125 12.800000190735 
DuvalGRS 0.40067338943481 495000 2.6790596875 23.700000762939 
DuvalGRS 0.66633409261703 30700 1.47257203125 8 
DuvalGRS 0.61576902866364 58300 1.7062725 10.5 
DuvalGRS 0.27715703845024 46800 1.111284921875 8.8000001907349 
